InvoiceNo,CustomerID,OrderDate,Revenue,OrderMonth,FirstOrder,IsNew
554986,14451,2011-05-29 12:35:00,360.0,2011-05-01,2011-05-29 12:35:00,True
554987,14823,2011-05-29 12:48:00,68.65,2011-05-01,2011-05-29 12:48:00,True
554988,15897,2011-05-29 13:32:00,119.71000000000001,2011-05-01,2011-05-29 13:32:00,True
554989,15897,2011-05-29 13:50:00,102.34,2011-05-01,2011-05-29 13:32:00,False
554990,16567,2011-05-29 13:57:00,308.03999999999996,2011-05-01,2011-01-07 09:31:00,False
554991,14823,2011-05-29 14:03:00,142.0,2011-05-01,2011-05-29 12:48:00,False
554992,16686,2011-05-29 14:08:00,382.14,2011-05-01,2010-12-19 14:41:00,False
554993,17051,2011-05-29 14:13:00,247.14000000000001,2011-05-01,2011-05-29 14:13:00,True
554994,14606,2011-05-29 14:18:00,149.01,2011-05-01,2010-12-01 16:57:00,False
554995,18109,2011-05-29 14:23:00,161.71,2011-05-01,2010-12-05 10:58:00,False
554996,16407,2011-05-29 14:28:00,194.4,2011-05-01,2011-01-31 14:02:00,False
554997,16746,2011-05-29 15:35:00,321.96000000000004,2011-05-01,2010-12-16 11:43:00,False
554998,15925,2011-05-29 15:35:00,207.15,2011-05-01,2011-05-29 15:35:00,True
554999,15547,2011-05-29 15:44:00,407.43,2011-05-01,2010-12-12 13:26:00,False
555000,18232,2011-05-31 08:03:00,263.13,2011-05-01,2011-05-26 16:30:00,False
555001,16566,2011-05-31 08:32:00,185.22000000000003,2011-05-01,2011-02-20 10:29:00,False
555002,17682,2011-05-31 08:50:00,350.12,2011-05-01,2010-12-06 13:35:00,False
555003,12787,2011-05-31 09:36:00,158.1,2011-05-01,2011-05-31 09:36:00,True
555004,13549,2011-05-31 09:37:00,105.35,2011-05-01,2011-04-11 13:42:00,False
555005,16656,2011-05-31 09:38:00,1093.44,2011-05-01,2010-12-10 11:23:00,False
555007,13694,2011-05-31 09:52:00,208.79999999999998,2011-05-01,2010-12-01 12:12:00,False
555008,17061,2011-05-31 10:24:00,382.70000000000005,2011-05-01,2011-04-21 13:29:00,False
555009,17340,2011-05-31 10:32:00,607.74,2011-05-01,2010-12-08 15:56:00,False
555010,17450,2011-05-31 10:38:00,213.12,2011-05-01,2010-12-07 09:23:00,False
555011,16168,2011-05-31 10:43:00,75.0,2011-05-01,2010-12-05 11:38:00,False
555012,16814,2011-05-31 10:43:00,420.43,2011-05-01,2010-12-05 11:45:00,False
555015,16558,2011-05-31 10:45:00,613.54,2011-05-01,2010-12-08 12:01:00,False
555016,13113,2011-05-31 11:09:00,792.5,2011-05-01,2010-12-08 13:21:00,False
555017,16801,2011-05-31 11:14:00,213.05,2011-05-01,2011-03-11 13:56:00,False
555025,17648,2011-05-31 11:21:00,474.02,2011-05-01,2011-04-04 10:29:00,False
555028,17648,2011-05-31 11:22:00,49.5,2011-05-01,2011-04-04 10:29:00,False
555070,15863,2011-05-31 11:36:00,9.2,2011-05-01,2011-05-31 11:36:00,True
555073,16470,2011-05-31 11:39:00,129.32,2011-05-01,2010-12-16 11:53:00,False
555075,16013,2011-05-31 12:05:00,382.5,2011-05-01,2010-12-03 13:09:00,False
555076,13900,2011-05-31 12:11:00,374.87,2011-05-01,2011-03-22 10:13:00,False
555077,17975,2011-05-31 12:42:00,147.48,2011-05-01,2010-12-08 11:38:00,False
555091,12748,2011-05-31 12:50:00,170.02,2011-05-01,2010-12-01 12:48:00,False
555092,16483,2011-05-31 13:08:00,139.35,2011-05-01,2011-05-31 13:08:00,True
555093,12720,2011-05-31 13:15:00,74.96,2011-05-01,2010-12-05 15:21:00,False
555094,13398,2011-05-31 13:17:00,457.34,2011-05-01,2011-05-31 13:17:00,True
555095,12540,2011-05-31 13:32:00,1306.49,2011-05-01,2010-12-13 09:39:00,False
555096,12682,2011-05-31 13:32:00,458.84,2011-05-01,2010-12-03 13:59:00,False
555097,16333,2011-05-31 13:38:00,177.60000000000002,2011-05-01,2011-02-03 10:50:00,False
555098,16333,2011-05-31 13:39:00,310.8,2011-05-01,2011-02-03 10:50:00,False
555099,16333,2011-05-31 13:39:00,844.0,2011-05-01,2011-02-03 10:50:00,False
555101,13070,2011-05-31 13:45:00,228.8,2011-05-01,2011-05-31 13:45:00,True
555102,14819,2011-05-31 13:50:00,84.72,2011-05-01,2011-05-31 13:50:00,True
555103,17454,2011-05-31 13:58:00,104.0,2011-05-01,2010-12-15 10:54:00,False
555104,17949,2011-05-31 14:02:00,816.0,2011-05-01,2010-12-03 13:12:00,False
555106,12790,2011-05-31 14:14:00,324.92,2011-05-01,2011-05-31 14:14:00,True
555107,12594,2011-05-31 14:14:00,587.45,2011-05-01,2011-01-21 09:52:00,False
555108,18231,2011-05-31 14:18:00,671.02,2011-05-01,2011-02-24 09:08:00,False
555109,16023,2011-05-31 14:19:00,322.85,2011-05-01,2011-03-18 13:32:00,False
555110,17841,2011-05-31 14:34:00,197.55,2011-05-01,2010-12-01 14:41:00,False
555111,16434,2011-05-31 14:37:00,201.26999999999998,2011-05-01,2011-02-13 12:17:00,False
555112,17725,2011-05-31 14:48:00,314.47,2011-05-01,2011-03-17 19:47:00,False
555113,18190,2011-05-31 14:48:00,113.0,2011-05-01,2011-01-13 10:35:00,False
555114,13571,2011-05-31 14:55:00,120.59,2011-05-01,2011-03-31 12:43:00,False
555116,16919,2011-05-31 15:16:00,317.3,2011-05-01,2010-12-06 12:52:00,False
555119,15163,2011-05-31 15:22:00,155.0,2011-05-01,2011-05-31 15:22:00,True
555124,18204,2011-05-31 15:26:00,549.43,2011-05-01,2011-05-31 15:26:00,True
555125,13481,2011-05-31 15:26:00,313.71000000000004,2011-05-01,2011-03-28 09:07:00,False
555127,15241,2011-05-31 15:30:00,368.1,2011-05-01,2011-03-01 11:02:00,False
555133,16810,2011-05-31 15:32:00,309.54,2011-05-01,2011-05-31 15:32:00,True
555147,13505,2011-05-31 15:41:00,906.4,2011-05-01,2011-04-21 12:07:00,False
555156,15643,2011-06-01 07:37:00,39.45,2011-06-01,2011-03-02 14:34:00,False
555157,15643,2011-06-01 07:38:00,287.45,2011-06-01,2011-03-02 14:34:00,False
555158,14842,2011-06-01 08:38:00,1378.48,2011-06-01,2011-02-04 15:32:00,False
555159,15124,2011-06-01 09:06:00,90.75,2011-06-01,2011-06-01 09:06:00,True
555160,14646,2011-06-01 09:18:00,1799.6,2011-06-01,2010-12-20 10:09:00,False
555161,12423,2011-06-01 09:26:00,84.92,2011-06-01,2010-12-21 10:54:00,False
555162,12473,2011-06-01 10:15:00,672.1899999999999,2011-06-01,2011-06-01 10:15:00,True
555164,14646,2011-06-01 10:24:00,3623.2,2011-06-01,2010-12-20 10:09:00,False
555194,16422,2011-06-01 11:13:00,588.36,2011-06-01,2010-12-05 15:35:00,False
555195,15240,2011-06-01 11:27:00,416.28000000000003,2011-06-01,2011-02-01 08:23:00,False
555198,15916,2011-06-01 11:52:00,113.35,2011-06-01,2010-12-08 13:07:00,False
555199,14606,2011-06-01 12:05:00,109.36999999999999,2011-06-01,2010-12-01 16:57:00,False
555200,17315,2011-06-01 12:05:00,262.61,2011-06-01,2010-12-17 12:24:00,False
555201,16969,2011-06-01 12:10:00,397.36,2011-06-01,2011-06-01 12:10:00,True
555202,16813,2011-06-01 12:11:00,110.55,2011-06-01,2011-05-19 13:28:00,False
555203,17191,2011-06-01 12:13:00,354.82,2011-06-01,2010-12-06 14:36:00,False
555207,16818,2011-06-01 12:19:00,421.73,2011-06-01,2011-05-18 11:42:00,False
555213,13094,2011-06-01 12:22:00,152.64000000000001,2011-06-01,2010-12-06 10:34:00,False
555232,14597,2011-06-01 12:33:00,165.1,2011-06-01,2011-06-01 12:33:00,True
555233,13917,2011-06-01 12:46:00,65.38,2011-06-01,2011-06-01 12:46:00,True
555234,14515,2011-06-01 12:54:00,340.25,2011-06-01,2011-05-05 12:13:00,False
555240,15039,2011-06-01 13:07:00,213.86,2011-06-01,2010-12-06 11:26:00,False
555241,14377,2011-06-01 13:32:00,302.45,2011-06-01,2011-03-22 13:38:00,False
555242,16424,2011-06-01 13:40:00,133.56,2011-06-01,2011-06-01 13:40:00,True
555243,13475,2011-06-01 13:52:00,153.3,2011-06-01,2011-02-14 12:36:00,False
555245,14800,2011-06-01 14:12:00,198.46,2011-06-01,2010-12-05 11:10:00,False
555247,14315,2011-06-01 14:42:00,325.8,2011-06-01,2011-03-18 12:59:00,False
555249,17472,2011-06-01 14:57:00,259.27,2011-06-01,2011-02-13 14:40:00,False
555251,13062,2011-06-01 15:12:00,346.98,2011-06-01,2011-06-01 15:12:00,True
555257,17596,2011-06-01 15:28:00,541.95,2011-06-01,2010-12-06 12:34:00,False
555259,13069,2011-06-01 15:31:00,90.6,2011-06-01,2010-12-05 11:02:00,False
555260,13263,2011-06-01 15:34:00,161.87,2011-06-01,2011-01-18 16:31:00,False
555263,15192,2011-06-01 15:47:00,422.99,2011-06-01,2010-12-09 14:56:00,False
555264,17757,2011-06-01 16:03:00,122.74000000000001,2011-06-01,2010-12-02 17:17:00,False
555266,15611,2011-06-01 16:12:00,100.6,2011-06-01,2011-01-09 11:32:00,False
555270,17723,2011-06-01 16:23:00,415.00000000000006,2011-06-01,2011-05-09 14:44:00,False
555279,16348,2011-06-01 17:42:00,127.62,2011-06-01,2011-04-13 15:49:00,False
555280,17162,2011-06-02 09:02:00,233.92,2011-06-01,2011-02-07 12:27:00,False
555281,17162,2011-06-02 09:03:00,47.75,2011-06-01,2011-02-07 12:27:00,False
555282,12709,2011-06-02 09:04:00,1225.26,2011-06-01,2010-12-08 09:49:00,False
555283,17162,2011-06-02 09:04:00,64.3,2011-06-01,2011-02-07 12:27:00,False
555284,14298,2011-06-02 09:37:00,3056.7200000000003,2011-06-01,2010-12-14 12:59:00,False
555285,14298,2011-06-02 09:38:00,362.7,2011-06-01,2010-12-14 12:59:00,False
555286,14298,2011-06-02 09:40:00,51.0,2011-06-01,2010-12-14 12:59:00,False
555287,14298,2011-06-02 09:42:00,214.94,2011-06-01,2010-12-14 12:59:00,False
555289,15078,2011-06-02 10:00:00,345.7,2011-06-01,2010-12-06 12:38:00,False
555312,16484,2011-06-02 10:39:00,285.7,2011-06-01,2011-06-02 10:39:00,True
555340,13334,2011-06-02 11:33:00,1071.4,2011-06-01,2011-02-07 11:42:00,False
555343,15918,2011-06-02 11:42:00,192.23,2011-06-01,2011-03-13 15:55:00,False
555344,15311,2011-06-02 11:45:00,1541.98,2011-06-01,2010-12-01 09:41:00,False
555347,14389,2011-06-02 12:04:00,311.14,2011-06-01,2011-06-02 12:04:00,True
555348,15184,2011-06-02 12:06:00,235.23000000000002,2011-06-01,2011-06-02 12:06:00,True
555349,16729,2011-06-02 12:08:00,294.69,2011-06-01,2011-04-12 14:22:00,False
555350,17652,2011-06-02 12:08:00,811.36,2011-06-01,2011-03-03 14:05:00,False
555351,13408,2011-06-02 12:37:00,397.8,2011-06-01,2010-12-01 10:39:00,False
555352,15838,2011-06-02 12:46:00,2105.98,2011-06-01,2010-12-07 11:26:00,False
555353,16928,2011-06-02 13:22:00,156.2,2011-06-01,2010-12-01 15:21:00,False
555356,16672,2011-06-02 13:29:00,352.8,2011-06-01,2011-03-18 10:15:00,False
555359,18135,2011-06-02 14:04:00,109.82000000000001,2011-06-01,2011-06-02 14:04:00,True
555363,14453,2011-06-02 14:15:00,119.93,2011-06-01,2011-06-02 14:15:00,True
555367,17900,2011-06-02 14:28:00,79.8,2011-06-01,2011-06-02 14:28:00,True
555368,13437,2011-06-02 14:30:00,1440.9,2011-06-01,2011-06-02 14:30:00,True
555381,17900,2011-06-02 14:38:00,32.4,2011-06-01,2011-06-02 14:28:00,False
555382,17133,2011-06-02 14:46:00,1437.12,2011-06-01,2011-03-18 13:47:00,False
555383,12517,2011-06-02 15:13:00,766.95,2011-06-01,2011-06-02 15:13:00,True
555385,15658,2011-06-02 15:22:00,7.5,2011-06-01,2010-12-02 10:53:00,False
555388,17719,2011-06-02 15:48:00,305.85,2011-06-01,2011-03-29 11:29:00,False
555389,14543,2011-06-02 16:26:00,233.75,2011-06-01,2010-12-10 11:51:00,False
555392,14221,2011-06-02 16:59:00,30.0,2011-06-01,2011-01-04 15:33:00,False
555393,14221,2011-06-02 17:00:00,759.85,2011-06-01,2011-01-04 15:33:00,False
555394,12971,2011-06-02 17:03:00,126.44,2011-06-01,2010-12-02 16:42:00,False
555395,12971,2011-06-02 17:04:00,94.68,2011-06-01,2010-12-02 16:42:00,False
555396,16529,2011-06-02 17:23:00,455.25,2011-06-01,2011-06-02 17:23:00,True
555399,15555,2011-06-02 17:41:00,123.74999999999999,2011-06-01,2010-12-05 14:45:00,False
555400,14088,2011-06-02 17:50:00,5913.9,2011-06-01,2011-01-21 13:07:00,False
555401,14088,2011-06-02 17:51:00,1896.0300000000002,2011-06-01,2011-01-21 13:07:00,False
555403,12676,2011-06-02 18:06:00,121.55,2011-06-01,2011-02-01 15:41:00,False
555405,17531,2011-06-02 19:17:00,296.7,2011-06-01,2011-06-02 19:17:00,True
555406,17231,2011-06-02 19:50:00,393.59,2011-06-01,2010-12-13 14:16:00,False
555407,12775,2011-06-03 07:48:00,419.8,2011-06-01,2011-02-01 13:45:00,False
555408,13294,2011-06-03 08:54:00,390.09,2011-06-01,2011-04-04 12:37:00,False
555410,16239,2011-06-03 09:30:00,347.9,2011-06-01,2011-06-03 09:30:00,True
555412,13069,2011-06-03 09:46:00,61.3,2011-06-01,2010-12-05 11:02:00,False
555413,17994,2011-06-03 09:50:00,228.63,2011-06-01,2011-02-22 11:02:00,False
555414,16230,2011-06-03 10:06:00,266.1,2011-06-01,2011-05-03 15:12:00,False
555415,14500,2011-06-03 10:08:00,284.85,2011-06-01,2011-06-03 10:08:00,True
555416,14408,2011-06-03 10:15:00,376.15,2011-06-01,2011-03-20 14:41:00,False
555417,12601,2011-06-03 10:17:00,68.1,2011-06-01,2011-01-11 10:38:00,False
555418,15498,2011-06-03 10:19:00,1299.04,2011-06-01,2010-12-08 12:29:00,False
555419,15498,2011-06-03 10:20:00,17.0,2011-06-01,2010-12-08 12:29:00,False
555420,13458,2011-06-03 10:29:00,630.46,2011-06-01,2010-12-15 12:05:00,False
555422,12779,2011-06-03 10:37:00,25.0,2011-06-01,2010-12-03 13:40:00,False
555470,12455,2011-06-03 11:33:00,264.4,2011-06-01,2011-02-16 09:56:00,False
555471,16117,2011-06-03 11:42:00,232.21,2011-06-01,2011-06-03 11:42:00,True
555472,16701,2011-06-03 11:46:00,303.12,2011-06-01,2010-12-13 11:51:00,False
555473,14700,2011-06-03 11:59:00,836.05,2011-06-01,2011-04-15 13:16:00,False
555476,16593,2011-06-03 12:17:00,185.9,2011-06-01,2011-01-16 12:11:00,False
555477,12359,2011-06-03 12:26:00,1109.32,2011-06-01,2011-01-12 12:43:00,False
555478,13777,2011-06-03 12:28:00,1139.04,2011-06-01,2010-12-01 16:01:00,False
555479,15189,2011-06-03 12:35:00,229.26000000000002,2011-06-01,2011-01-11 12:29:00,False
555485,17722,2011-06-03 12:39:00,357.3,2011-06-01,2010-12-08 12:41:00,False
555486,13248,2011-06-03 13:05:00,387.46999999999997,2011-06-01,2011-06-03 13:05:00,True
555488,16942,2011-06-03 13:43:00,330.28000000000003,2011-06-01,2011-04-26 11:59:00,False
555489,17949,2011-06-03 13:48:00,259.2,2011-06-01,2010-12-03 13:12:00,False
555490,17949,2011-06-03 13:50:00,1314.0,2011-06-01,2010-12-03 13:12:00,False
555491,16525,2011-06-03 14:10:00,333.0,2011-06-01,2010-12-08 11:31:00,False
555492,16967,2011-06-03 14:24:00,319.02,2011-06-01,2011-06-03 14:24:00,True
555493,13695,2011-06-03 14:26:00,340.44,2011-06-01,2011-03-25 11:31:00,False
555494,15737,2011-06-03 14:33:00,204.85000000000002,2011-06-01,2011-04-11 10:01:00,False
555495,17068,2011-06-03 14:42:00,312.75,2011-06-01,2010-12-06 13:58:00,False
555496,15405,2011-06-03 14:44:00,349.1,2011-06-01,2011-06-03 14:44:00,True
555497,16659,2011-06-03 15:03:00,39.12,2011-06-01,2011-06-03 15:03:00,True
555498,13885,2011-06-03 15:07:00,107.65,2011-06-01,2011-05-23 08:52:00,False
555499,15812,2011-06-03 15:31:00,289.46,2011-06-01,2011-01-26 12:12:00,False
555500,15508,2011-06-03 15:32:00,114.68,2011-06-01,2011-04-18 15:31:00,False
555501,15508,2011-06-03 15:37:00,241.48,2011-06-01,2011-04-18 15:31:00,False
555504,15508,2011-06-03 15:43:00,15.0,2011-06-01,2011-04-18 15:31:00,False
555507,16186,2011-06-03 16:39:00,300.14,2011-06-01,2010-12-02 14:40:00,False
555508,16880,2011-06-03 16:45:00,269.88,2011-06-01,2011-06-03 16:45:00,True
555509,13435,2011-06-03 17:07:00,443.72,2011-06-01,2011-06-03 17:07:00,True
555511,17708,2011-06-05 10:12:00,156.48,2011-06-01,2011-01-19 10:09:00,False
555512,18198,2011-06-05 10:37:00,325.68,2011-06-01,2011-01-07 13:39:00,False
555513,12980,2011-06-05 10:38:00,892.62,2011-06-01,2010-12-16 11:36:00,False
555514,17071,2011-06-05 10:41:00,252.19,2011-06-01,2011-02-03 08:18:00,False
555515,17690,2011-06-05 10:47:00,856.63,2011-06-01,2010-12-01 16:15:00,False
555516,17706,2011-06-05 10:50:00,302.42,2011-06-01,2010-12-08 11:02:00,False
555517,13131,2011-06-05 10:54:00,324.9,2011-06-01,2011-06-05 10:54:00,True
555518,14891,2011-06-05 10:58:00,449.38,2011-06-01,2011-06-05 10:58:00,True
555519,16682,2011-06-05 11:02:00,525.5,2011-06-01,2011-06-05 11:02:00,True
555520,15038,2011-06-05 11:14:00,116.09,2011-06-01,2010-12-05 10:54:00,False
555521,13576,2011-06-05 11:21:00,389.61,2011-06-01,2010-12-01 17:24:00,False
555522,15796,2011-06-05 11:29:00,273.13,2011-06-01,2011-02-10 15:40:00,False
555523,12468,2011-06-05 11:36:00,508.95000000000005,2011-06-01,2011-01-27 13:29:00,False
555524,16923,2011-06-05 11:37:00,610.77,2011-06-01,2010-12-12 11:06:00,False
555525,14709,2011-06-05 11:40:00,332.9,2011-06-01,2010-12-16 13:43:00,False
555526,14364,2011-06-05 11:42:00,645.3,2011-06-01,2011-05-12 12:56:00,False
555527,14364,2011-06-05 11:44:00,399.35,2011-06-01,2011-05-12 12:56:00,False
555528,15694,2011-06-05 11:44:00,324.72,2011-06-01,2010-12-02 07:49:00,False
555530,16923,2011-06-05 11:46:00,61.199999999999996,2011-06-01,2010-12-12 11:06:00,False
555531,12678,2011-06-05 11:53:00,1939.52,2011-06-01,2010-12-21 11:00:00,False
555533,15722,2011-06-05 12:12:00,446.6,2011-06-01,2011-02-22 12:24:00,False
555534,14682,2011-06-05 12:12:00,31.200000000000003,2011-06-01,2011-05-22 12:51:00,False
555535,16458,2011-06-05 12:16:00,166.3,2011-06-01,2010-12-14 11:51:00,False
555536,17675,2011-06-05 12:28:00,239.46,2011-06-01,2010-12-07 13:22:00,False
555537,15453,2011-06-05 12:37:00,197.09,2011-06-01,2011-06-05 12:37:00,True
555538,14512,2011-06-05 12:39:00,148.95999999999998,2011-06-01,2011-04-21 19:05:00,False
555539,14472,2011-06-05 12:44:00,201.45,2011-06-01,2010-12-19 14:03:00,False
555540,13668,2011-06-05 12:48:00,302.81,2011-06-01,2010-12-12 12:35:00,False
555541,16883,2011-06-05 12:51:00,148.7,2011-06-01,2010-12-03 10:33:00,False
555542,15108,2011-06-05 12:51:00,387.05,2011-06-01,2011-04-26 10:54:00,False
555543,13089,2011-06-05 12:59:00,627.04,2011-06-01,2010-12-05 10:27:00,False
555544,14621,2011-06-05 13:05:00,330.61,2011-06-01,2010-12-16 13:00:00,False
555545,17735,2011-06-05 13:08:00,873.85,2011-06-01,2010-12-07 10:32:00,False
555546,17735,2011-06-05 13:09:00,228.3,2011-06-01,2010-12-07 10:32:00,False
555547,12681,2011-06-05 13:13:00,709.91,2011-06-01,2010-12-07 10:08:00,False
555548,17811,2011-06-05 13:16:00,147.05,2011-06-01,2011-01-10 10:58:00,False
555549,13637,2011-06-05 13:24:00,262.25,2011-06-01,2011-04-27 13:06:00,False
555550,15245,2011-06-05 13:29:00,486.24,2011-06-01,2011-03-23 13:42:00,False
555551,14696,2011-06-05 13:32:00,298.79,2011-06-01,2010-12-01 15:37:00,False
555552,13610,2011-06-05 13:44:00,124.65,2011-06-01,2011-02-27 14:44:00,False
555553,12662,2011-06-05 13:45:00,493.68,2011-06-01,2010-12-01 13:04:00,False
555554,13742,2011-06-05 13:46:00,319.0,2011-06-01,2011-01-23 14:59:00,False
555555,16963,2011-06-05 13:48:00,110.55000000000001,2011-06-01,2011-06-05 13:48:00,True
555556,15704,2011-06-05 14:04:00,568.47,2011-06-01,2011-05-08 12:42:00,False
555557,13682,2011-06-05 14:06:00,59.5,2011-06-01,2011-06-05 14:06:00,True
555558,14159,2011-06-05 14:06:00,462.53,2011-06-01,2010-12-12 11:17:00,False
555559,13862,2011-06-05 14:18:00,300.2,2011-06-01,2011-01-11 15:13:00,False
555560,17346,2011-06-05 14:20:00,165.63,2011-06-01,2010-12-01 14:34:00,False
555561,16654,2011-06-05 14:38:00,35.400000000000006,2011-06-01,2010-12-06 15:09:00,False
555562,17841,2011-06-05 14:45:00,372.36,2011-06-01,2010-12-01 14:41:00,False
555564,15005,2011-06-05 15:01:00,296.32,2011-06-01,2010-12-08 14:36:00,False
555565,15298,2011-06-05 15:06:00,538.76,2011-06-01,2010-12-08 13:55:00,False
555566,14659,2011-06-05 15:19:00,216.63,2011-06-01,2011-01-28 12:43:00,False
555567,17050,2011-06-05 15:25:00,459.75,2011-06-01,2011-02-13 12:41:00,False
555568,17589,2011-06-05 15:25:00,620.65,2011-06-01,2011-04-13 13:47:00,False
555569,12727,2011-06-05 15:29:00,793.08,2011-06-01,2011-01-23 15:17:00,False
555570,15152,2011-06-05 15:36:00,756.1,2011-06-01,2011-06-05 15:36:00,True
555571,15462,2011-06-05 15:36:00,105.0,2011-06-01,2011-06-05 15:36:00,True
555572,12449,2011-06-05 15:37:00,858.9300000000001,2011-06-01,2011-06-05 15:37:00,True
555573,15349,2011-06-05 15:46:00,366.11,2011-06-01,2011-06-05 15:46:00,True
555574,12417,2011-06-05 15:46:00,437.19,2011-06-01,2010-12-17 11:51:00,False
555575,14466,2011-06-05 15:47:00,310.05,2011-06-01,2010-12-02 13:36:00,False
555576,13410,2011-06-05 15:52:00,140.4,2011-06-01,2011-02-21 14:38:00,False
555577,15301,2011-06-05 15:53:00,557.85,2011-06-01,2010-12-06 12:21:00,False
555578,15301,2011-06-05 15:54:00,114.06,2011-06-01,2010-12-06 12:21:00,False
555579,13983,2011-06-05 16:02:00,125.19,2011-06-01,2010-12-08 10:38:00,False
555580,13983,2011-06-05 16:05:00,10.5,2011-06-01,2010-12-08 10:38:00,False
555581,13865,2011-06-06 08:04:00,159.22,2011-06-01,2011-02-23 12:04:00,False
555582,14312,2011-06-06 09:01:00,260.57,2011-06-01,2011-01-06 16:35:00,False
555583,13534,2011-06-06 09:03:00,304.28000000000003,2011-06-01,2010-12-16 15:23:00,False
555584,16906,2011-06-06 09:04:00,181.3,2011-06-01,2011-04-05 12:30:00,False
555585,16029,2011-06-06 09:12:00,612.0,2011-06-01,2010-12-01 09:57:00,False
555586,14232,2011-06-06 09:12:00,310.79,2011-06-01,2011-03-20 12:44:00,False
555587,15687,2011-06-06 09:13:00,277.0,2011-06-01,2011-01-13 15:13:00,False
555588,16849,2011-06-06 09:16:00,124.57,2011-06-01,2011-06-06 09:16:00,True
555589,12802,2011-06-06 09:36:00,427.58,2011-06-01,2011-06-06 09:36:00,True
555590,17690,2011-06-06 09:39:00,75.0,2011-06-01,2010-12-01 16:15:00,False
555591,15073,2011-06-06 09:59:00,430.98,2011-06-01,2011-06-06 09:59:00,True
555592,14215,2011-06-06 10:04:00,176.16,2011-06-01,2010-12-06 15:34:00,False
555593,16298,2011-06-06 10:06:00,114.3,2011-06-01,2011-06-06 10:06:00,True
555594,13880,2011-06-06 10:09:00,312.94,2011-06-01,2010-12-07 14:00:00,False
555601,15852,2011-06-06 11:22:00,57.5,2011-06-01,2011-05-26 13:26:00,False
555602,16235,2011-06-06 11:26:00,320.83,2011-06-01,2011-01-11 15:42:00,False
555603,16209,2011-06-06 11:36:00,262.11,2011-06-01,2011-04-07 12:23:00,False
555604,16612,2011-06-06 11:37:00,428.85,2011-06-01,2011-02-01 10:38:00,False
555620,12748,2011-06-06 11:46:00,13.0,2011-06-01,2010-12-01 12:48:00,False
555626,16103,2011-06-06 11:55:00,270.8,2011-06-01,2011-04-20 12:28:00,False
555627,15805,2011-06-06 11:57:00,130.44,2011-06-01,2010-12-10 09:33:00,False
555628,15260,2011-06-06 11:59:00,387.88,2011-06-01,2010-12-02 12:09:00,False
555630,14732,2011-06-06 12:04:00,302.72,2011-06-01,2011-01-04 14:40:00,False
555631,18118,2011-06-06 12:06:00,191.60999999999999,2011-06-01,2010-12-05 12:13:00,False
555632,13798,2011-06-06 12:16:00,509.2,2011-06-01,2010-12-02 17:24:00,False
555633,14534,2011-06-06 12:22:00,144.97,2011-06-01,2011-01-25 12:33:00,False
555634,13319,2011-06-06 12:29:00,210.06,2011-06-01,2010-12-09 10:04:00,False
555635,13319,2011-06-06 12:29:00,272.0,2011-06-01,2010-12-09 10:04:00,False
555637,12535,2011-06-06 12:47:00,371.45,2011-06-01,2011-06-06 12:47:00,True
555638,15150,2011-06-06 12:51:00,816.8199999999999,2011-06-01,2011-03-15 14:21:00,False
555640,14475,2011-06-06 13:06:00,315.62,2011-06-01,2011-02-08 10:12:00,False
555642,18248,2011-06-06 13:18:00,496.46000000000004,2011-06-01,2011-06-06 13:18:00,True
555644,16520,2011-06-06 13:24:00,423.65000000000003,2011-06-01,2010-12-09 13:08:00,False
555645,18016,2011-06-06 13:31:00,164.01,2011-06-01,2010-12-10 17:14:00,False
555646,14135,2011-06-06 13:32:00,320.2,2011-06-01,2010-12-02 10:27:00,False
555647,12957,2011-06-06 13:43:00,586.52,2011-06-01,2011-01-04 12:18:00,False
555648,14623,2011-06-06 13:46:00,205.18,2011-06-01,2011-04-18 13:54:00,False
555649,15386,2011-06-06 13:47:00,394.14,2011-06-01,2011-06-06 13:47:00,True
555650,14156,2011-06-06 13:48:00,958.12,2011-06-01,2010-12-03 11:48:00,False
555651,17361,2011-06-06 14:02:00,218.92,2011-06-01,2011-02-21 09:55:00,False
555653,17673,2011-06-06 14:12:00,287.19,2011-06-01,2011-01-23 15:16:00,False
555654,18236,2011-06-06 14:13:00,181.3,2011-06-01,2011-04-13 09:52:00,False
555691,12843,2011-06-06 14:31:00,444.45,2011-06-01,2011-03-20 14:38:00,False
555695,16168,2011-06-06 14:32:00,143.5,2011-06-01,2010-12-05 11:38:00,False
555701,14498,2011-06-06 14:34:00,147.02,2011-06-01,2010-12-13 11:29:00,False
555702,14201,2011-06-06 14:35:00,46.839999999999996,2011-06-01,2010-12-15 13:25:00,False
555703,15379,2011-06-06 15:06:00,309.38,2011-06-01,2010-12-16 13:02:00,False
555704,14944,2011-06-06 15:06:00,507.70000000000005,2011-06-01,2011-02-16 12:47:00,False
555705,14713,2011-06-06 15:24:00,247.60999999999999,2011-06-01,2010-12-09 18:58:00,False
555719,12609,2011-06-06 15:31:00,512.8,2011-06-01,2011-01-25 15:13:00,False
555720,16611,2011-06-06 15:46:00,129.49,2011-06-01,2011-06-06 15:46:00,True
555721,15108,2011-06-06 16:01:00,45.0,2011-06-01,2011-04-26 10:54:00,False
555724,15737,2011-06-06 16:22:00,15.0,2011-06-01,2011-04-11 10:01:00,False
555725,15737,2011-06-06 16:23:00,34.0,2011-06-01,2011-04-11 10:01:00,False
